checkin_id,venue_name,venue_type,date,time,year,month,latitude,longitude,street_address,city,state,postal_code,country,country_code,full_address,foursquare_url,venue_id
689794514ebae92d1f64b4c8,Mbassy by Franks,Other,2025-08-09,18:32:49,2025,8,51.22799702544865,6.775015815580609,36 Mühlenstraße,Dusseldorf,North Rhine-Westphalia,40213,Germany,DE,"36 Mühlenstraße, Dusseldorf, 40213, North Rhine-Westphalia, Germany",https://app.foursquare.com/v/mbassy-by-franks/0db15e55b1774b73aa26d248,0db15e55b1774b73aa26d248
68972ea863d4a51bc8c2644b,Casita Mexicana,Other,2025-08-09,11:19:04,2025,8,51.22439632213396,6.773188826240904,18b Berger Straße,Dusseldorf,North Rhine-Westphalia,40213,Germany,DE,"18b Berger Straße, Dusseldorf, 40213, North Rhine-Westphalia, Germany",https://app.foursquare.com/v/casita-mexicana/56eb2d9bcd10c4efdfb581cf,56eb2d9bcd10c4efdfb581cf
68963d14906752707daf3941,VIVU - der Asiate,Other,2025-08-08,18:08:20,2025,8,51.24922499536565,6.778726828496735,19 Frankenstraße,Dusseldorf,North Rhine-Westphalia,40476,Germany,DE,"19 Frankenstraße, Dusseldorf, 40476, North Rhine-Westphalia, Germany",https://app.foursquare.com/v/vivu--der-asiate/5786353a498e6f6d574c5d93,5786353a498e6f6d574c5d93
6895d23259d8587fb7479b60,Dean & David,Other,2025-08-08,10:32:18,2025,8,50.76961818568846,6.085991903181829,81 Franzstraße,Aachen,North Rhine-Westphalia,52064,Germany,DE,"81 Franzstraße, Aachen, 52064, North Rhine-Westphalia, Germany",https://app.foursquare.com/v/dean--david/5718f9ed498ecd753d35da4e,5718f9ed498ecd753d35da4e
688372a274078b560050c213,Honest Greens,Other,2025-07-25,12:03:46,2025,7,38.764607749961904,-9.098030335460857,2 Avenida Dom João II,Lisbon,Lisbon,1990-096,Portugal,PT,"2 Avenida Dom João II, Lisbon, 1990-096, Lisbon, Portugal",https://app.foursquare.com/v/honest-greens/5e41d0cab1224e0008f086f5,5e41d0cab1224e0008f086f5
6882878f5227143fe96f3a77,Prado,Other,2025-07-24,19:20:47,2025,7,38.710103546299706,-9.134792488415512,47 R Padaria,Lisbon,Lisbon,1100-388,Portugal,PT,"47 R Padaria, Lisbon, 1100-388, Lisbon, Portugal",https://app.foursquare.com/v/prado/5a3dd76ad1a402449eb40bc8,5a3dd76ad1a402449eb40bc8
688286ad892ef749941d8397,Prado,Other,2025-07-24,19:17:01,2025,7,38.71042865267768,-9.134916786588581,11 Travessa das Pedras Negras,Lisbon,Lisbon,1500-500,Portugal,PT,"11 Travessa das Pedras Negras, Lisbon, 1500-500, Lisbon, Portugal",https://app.foursquare.com/v/prado/5a3dd76ad1a402449eb40bc8,5a3dd76ad1a402449eb40bc8
6882212dce38461a5f2e7b6b,Água e Sal,Other,2025-07-24,12:03:57,2025,7,38.83815958587165,-9.45989609220903,12 R Prof Emilio Paula Campos,Mucifal,Lisbon,2705-116,Portugal,PT,"12 R Prof Emilio Paula Campos, Mucifal, 2705-116, Lisbon, Portugal",https://app.foursquare.com/v/%C3%A1gua-e-sal/535fac99498ed48a17074f0f,535fac99498ed48a17074f0f
68815115c38cce3a98c98091,Sublime Sorbettino,Other,2025-07-23,21:16:05,2025,7,38.71114858246604,-9.14293712917639,"23,25 Rua da Misericórdia",Lisbon,Lisbon,1500-500,Portugal,PT,"23,25 Rua da Misericórdia, Lisbon, 1500-500, Lisbon, Portugal",https://app.foursquare.com/v/sublime-sorbettino/592814ba9b047373f1485d33,592814ba9b047373f1485d33
68813e566b58b52d025dc049,Grapes & Bites,Other,2025-07-23,19:56:06,2025,7,38.71213553355402,-9.143742450573727,81 Rua do Norte,Lisbon,Lisbon,1200-284,Portugal,PT,"81 Rua do Norte, Lisbon, 1200-284, Lisbon, Portugal",https://app.foursquare.com/v/grapes--bites/4d261a2cf9406dcbdaf6918d,4d261a2cf9406dcbdaf6918d
6880de396d29391a46e63111,Poké House,Other,2025-07-23,13:06:01,2025,7,38.7099083164989,-9.136116544103528,36 Rua da Conceição,Lisbon,Lisbon,1100-154,Portugal,PT,"36 Rua da Conceição, Lisbon, 1100-154, Lisbon, Portugal",https://app.foursquare.com/v/pok%C3%A9-house/5a6a246923a2e64dfcd847d7,5a6a246923a2e64dfcd847d7
68800439b4ad544c8659eb4e,Pavilhão Chinês,Other,2025-07-22,21:35:53,2025,7,38.7158518814772,-9.14687193077294,97 Rua Dom Pedro V,Lisbon,Lisbon,1250-083,Portugal,PT,"97 Rua Dom Pedro V, Lisbon, 1250-083, Lisbon, Portugal",https://app.foursquare.com/v/pavilh%C3%A3o-chin%C3%AAs/4b0588a1f964a520c9d022e3,4b0588a1f964a520c9d022e3
687f886a5a92230080007037,Hamburgueria Gourmet - Café do Rio,Restaurant,2025-07-22,12:47:38,2025,7,38.70873119159163,-9.134435807774087,120 Rua da Alfândega,Lisbon,Lisbon,1100-068,Portugal,PT,"120 Rua da Alfândega, Lisbon, 1100-068, Lisbon, Portugal",https://app.foursquare.com/v/hamburgueria-gourmet--caf%C3%A9-do-rio/4c9206a5b641236abd188679,4c9206a5b641236abd188679
687e91803a420d330ef7d4f8,Peixola,Other,2025-07-21,19:14:08,2025,7,38.70790894586455,-9.143358705809986,4 Travessa do Alecrim,Lisbon,Lisbon,1500-500,Portugal,PT,"4 Travessa do Alecrim, Lisbon, 1500-500, Lisbon, Portugal",https://app.foursquare.com/v/peixola/56748f16498ed3ede0c42394,56748f16498ed3ede0c42394
687e434a29b7a64a197661de,Chiado Trindade Apartments | Lisbon Best Apartments,Other,2025-07-21,13:40:26,2025,7,38.71128621369209,-9.142218292089321,8 Rua Nova da Trindade,Lisbon,Lisbon,1200-049,Portugal,PT,"8 Rua Nova da Trindade, Lisbon, 1200-049, Lisbon, Portugal",https://app.foursquare.com/v/chiado-trindade-apartments--lisbon-best-apartments/2994b623e3a043894d564419,2994b623e3a043894d564419
687ced65881d823b68eeccd0,Taberna O Ministro,Other,2025-07-20,13:21:41,2025,7,39.01527128227087,-7.070377478931298,35a Avenida Humberto Delgado,Campo Maior,,7370-106,Portugal,PT,"35a Avenida Humberto Delgado, Campo Maior, 7370-106, Portugal",https://app.foursquare.com/v/taberna-o-ministro/5c27e3e01b0ea5002ced8736,5c27e3e01b0ea5002ced8736
687b94992c13692616f36d8b,Alcala,Other,2025-07-19,12:50:33,2025,7,38.877263486540656,-7.171178972894641,19 Avenida de Badajoz,Elvas,Portalegre,7350-203,Portugal,PT,"19 Avenida de Badajoz, Elvas, 7350-203, Portalegre, Portugal",https://app.foursquare.com/v/alcala/687b9492a38a216990795c4e,687b9492a38a216990795c4e
6879f065f7a3483b3b0afc95,Alegrete Castle House,Other,2025-07-18,06:57:41,2025,7,39.237625591748646,-7.323759626674537,13 Rua Direita da Vila,Portalegre,Portalegre,7300-311,Portugal,PT,"13 Rua Direita da Vila, Portalegre, 7300-311, Portalegre, Portugal",https://app.foursquare.com/v/alegrete-castle-house/6879f05e55a3da065d8cfcde,6879f05e55a3da065d8cfcde
6878e7502aefdb10e9c5cbbb,Pratu's Restaurante Bar&Tapas,Restaurant,2025-07-17,12:06:40,2025,7,39.549071250834864,-8.980811928168054,53 Praça 25 de Abril,Alcobaça,Leiria,2460-018,Portugal,PT,"53 Praça 25 de Abril, Alcobaça, 2460-018, Leiria, Portugal",https://app.foursquare.com/v/pratus-restaurante-bartapas/2a2589b3fd47477d2cc4d3dc,2a2589b3fd47477d2cc4d3dc
6877f05744935d4e426c9eb8,A Tasquinha,Other,2025-07-16,18:32:55,2025,7,39.60119881489085,-9.072716234440932,46 48 R Adriao Batalha,Nazaré,Leiria,2450-162,Portugal,PT,"46 48 R Adriao Batalha, Nazaré, 2450-162, Leiria, Portugal",https://app.foursquare.com/v/a-tasquinha/4e34559be4cd9aba7cb8a9ce,4e34559be4cd9aba7cb8a9ce
6877889afd0bc32dca0f23d0,Esplanada de santa maria,Other,2025-07-16,11:10:18,2025,7,39.361908484377444,-9.157234139610189,100 Rua Direita,Óbidos,Leiria,2510-125,Portugal,PT,"100 Rua Direita, Óbidos, 2510-125, Leiria, Portugal",https://app.foursquare.com/v/esplanada-de-santa-maria/4c34bda7213c2d7f83fd385d,4c34bda7213c2d7f83fd385d
687408b800478f334a92167e,Castas e Pratos,Other,2025-07-13,19:27:52,2025,7,41.15781930036541,-7.783189474475134,Rua José Vasques Osório,Peso da Régua,Vila Real,5050-280,Portugal,PT,"Rua José Vasques Osório, Peso da Régua, 5050-280, Vila Real, Portugal",https://app.foursquare.com/v/castas-e-pratos/4bc6f6248b7c9c74118b35cf,4bc6f6248b7c9c74118b35cf
6872724d507ee340f4783039,Quinta Casal Dronho,Other,2025-07-12,14:33:49,2025,7,41.144403809293664,-7.754691965221673,EN 222,Lamego,,5100-650,Portugal,PT,"EN 222, Lamego, 5100-650, Portugal",https://app.foursquare.com/v/quinta-casal-dronho/52d669a1498e857f8dfecdc4,52d669a1498e857f8dfecdc4
68724ecb0f58275fd777b2a5,Terrassa - Food With Benefits,Other,2025-07-12,12:02:19,2025,7,41.26878022055475,-8.08276212477374,592 R Manuel Barros,"Amarante (São Gonçalo), Madalena, Cepelos e Gatão",Porto,4600-085,Portugal,PT,"592 R Manuel Barros, Amarante (São Gonçalo), Madalena, Cepelos e Gatão, 4600-085, Porto, Portugal",https://app.foursquare.com/v/terrassa--food-with-benefits/623f1866dfc3616c1b253035,623f1866dfc3616c1b253035
68716321ec43f71ce4ef5c45,Restaurante 34,Restaurant,2025-07-11,19:16:49,2025,7,41.441896875678964,-8.295545704857918,,Guimarães,,4800-159,Portugal,PT,"Guimarães, 4800-159, Portugal",https://app.foursquare.com/v/restaurante-34/5b3d2581b9b37b002c6bb7d2,5b3d2581b9b37b002c6bb7d2
68714bd0f9a1d07b2a796826,Salado,Other,2025-07-11,17:37:20,2025,7,41.442781374725826,-8.29291571574816,29 Rua da Rainha Dona Maria II,Guimarães,Braga,4800-110,Portugal,PT,"29 Rua da Rainha Dona Maria II, Guimarães, 4800-110, Braga, Portugal",https://app.foursquare.com/v/salado/4bdd96adaebd2d7f4462af51,4bdd96adaebd2d7f4462af51
6870f9dff5a84b52118896f5,Meze brunch,Other,2025-07-11,11:47:43,2025,7,41.55232151341324,-8.427244318141234,71 Praça Conde de Agrolongo,Braga,Braga,4715-057,Portugal,PT,"71 Praça Conde de Agrolongo, Braga, 4715-057, Braga, Portugal",https://app.foursquare.com/v/meze-brunch/6870f72219923357029688a5,6870f72219923357029688a5
687022a9aa50b95cc3911bd8,Terraplana,Other,2025-07-10,20:29:29,2025,7,41.14538207157918,-8.60128140846015,295 Av Rodrigues De Freitas,Porto,Porto,4000-421,Portugal,PT,"295 Av Rodrigues De Freitas, Porto, 4000-421, Porto, Portugal",https://app.foursquare.com/v/terraplana/5713f840498e9f66750d0f2e,5713f840498e9f66750d0f2e
686fb318f6859b3f6037944c,Praia do Homem do Leme,Other,2025-07-10,12:33:28,2025,7,41.16038718484489,-8.684274697323824,156 R Gondarem,Porto,Porto,4150-379,Portugal,PT,"156 R Gondarem, Porto, 4150-379, Porto, Portugal",https://app.foursquare.com/v/praia-do-homem-do-leme/4b76ba1df964a520f75a2ee3,4b76ba1df964a520f75a2ee3
686e7d9ea35896493d77921c,Graham's Port Lodge,Hotel,2025-07-09,14:33:02,2025,7,41.137614803621275,-8.623586319966613,141 Rua do Agro,Vila Nova de Gaia,Porto,4400-003,Portugal,PT,"141 Rua do Agro, Vila Nova de Gaia, 4400-003, Porto, Portugal",https://app.foursquare.com/v/grahams-port-lodge/4dd78a44d22d38ef42ea83ce,4dd78a44d22d38ef42ea83ce
686e57ac5e02672f038cf60b,Com Cuore,Other,2025-07-09,11:51:08,2025,7,41.14533285427173,-8.611630504725392,"10 Rua Trindade Coelho entrada 10 loja 11, 4050-618 Porto, Portugal",Porto,Porto,4200-357,Portugal,PT,"10 Rua Trindade Coelho entrada 10 loja 11, 4050-618 Porto, Portugal, Porto, 4200-357, Porto, Portugal",https://app.foursquare.com/v/com-cuore/59207b1f1499462d62f83273,59207b1f1499462d62f83273
